"Complessivo";"Padre";"Elemento";"SEAKEY_0";"Categoria";"Descrizione1";"Descrizione2";"Descrizione3";"CFGLIN_0";"Quantita";"Unita";"fase";"STATISTICO 1";"STATISTICO 2";"111111111111111";"Non assegnata";"Lunghezza1      DY1 (mm)";"Lunghezza2      DY2 (mm)";"Larghezza1       DX1 (mm)";"Larghezza2       DX2 (mm)";"Altezza1         DZ1 (mm)";"Altezza2         DZ2 (mm)";"Diametro           Ø (mm)";"Diametro max  Ø (mm)";"Diametro min   Ø (mm) ";"Spessore1       THK1 (mm)";"Spessore2       THK2 (mm)";"Percentuale fori  FOR (%)";"Percentuale mandorle";"materiale";"CodiceCliente";"recordset"
"M00003787";"M00003788";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.28;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00003787";"M00003788";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.28;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00005385";"M00005385";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.654;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00005532";"M00005532";"M00000517";"MM-LF23-0003";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 50/10";"LAMPI";7.28;"KG";"null";"Acciaio al carbonio";"Lega S235JR";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00005532";"M00005532";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00005533";"M00005533";"M00000517";"MM-LF23-0003";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 50/10";"LAMPI";6.27;"KG";"null";"Acciaio al carbonio";"Lega S235JR";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00005533";"M00005533";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00004134";"M00004134";"M00000420";"MM-LF05-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 25/10";"LAMPI";0.831;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00004134";"M00004134";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00003918";"M00003918";"M00000343";"MM-LF02-0007";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 50/10";"LAMPI";0.095;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00003918";"M00003918";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006412";"M00006412";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";4.61;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00006412";"M00006412";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006413";"M00006413";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";4.16;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00006413";"M00006413";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006223";"M00006223";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";5.77;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00006224";"M00006224";"M00000414";"MM-LF11-0007";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 50/10";"LAMPI";6.48;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;5;0;0;0;0;;
"M00005010";"M00005010";"M00005011";"51590808";"SLL01";"bracket";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00005010";"M00005010";"M00005012";"91795142";"SLL01";"bracket";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00005010";"M00005010";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00005010";"M00005012";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";0.021;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00005010";"M00005011";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";0.065;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00005010";"M00005012";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";0.021;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00005010";"M00005011";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";0.065;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00006350";"M00006350";"M00005439";"90386610";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00005440";"90325196";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00005441";"90391614";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00002111";"86639234";"MNR01";"dado a proiezione basso M6";" ";" ";" ";4;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00002204";"86625084";"MNR01";"dado esagonale a saldare M8";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00005445";"51588447";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00005446";"90386611";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00003630";" ";"MNR01";"Dado M5";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00005891";"91807911";"SLL01";"reinforcement";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00006350";"M00005890";"91807913";"SLL01";"bracket rh, sockets";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00006350";"M00005890";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.225;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005891";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.1;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005446";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.1;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00006350";"M00005445";"M00000394";"MM-LF05-0002";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 15/10";"LAMPI";0.015;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;0;;
"M00006350";"M00005441";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.417;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005440";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";1.83;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005439";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.437;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005890";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.225;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005891";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.1;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005446";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.1;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00006350";"M00005445";"M00000394";"MM-LF05-0002";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 15/10";"LAMPI";0.015;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;0;;
"M00006350";"M00005441";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.417;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005440";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";1.83;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00006350";"M00005439";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.437;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"918309371";
